Date,Close,Dividends
2025-02-07 00:00:00-05:00,41.58622741699219,0.335
2025-02-13 00:00:00-05:00,41.90886306762695,0.294
2025-02-20 00:00:00-05:00,41.44660568237305,0.326
2025-02-27 00:00:00-05:00,37.99985885620117,0.313
2025-03-06 00:00:00-05:00,36.3036003112793,0.309
2025-03-13 00:00:00-04:00,35.61330795288086,0.282
2025-03-20 00:00:00-04:00,36.726016998291016,0.264
2025-03-27 00:00:00-04:00,36.57860565185547,0.279
2025-04-03 00:00:00-04:00,33.979637145996094,0.267
2025-04-10 00:00:00-04:00,33.942420959472656,0.236
2025-04-17 00:00:00-04:00,33.67923355102539,0.255
2025-04-24 00:00:00-04:00,35.7565803527832,0.247
2025-05-01 00:00:00-04:00,36.583038330078125,0.293
2025-05-08 00:00:00-04:00,37.77189254760742,0.274
2025-05-15 00:00:00-04:00,39.96662521362305,0.271
2025-05-22 00:00:00-04:00,40.853145599365234,0.291
2025-05-29 00:00:00-04:00,42.298439025878906,0.29
2025-06-05 00:00:00-04:00,42.93117141723633,0.298
2025-06-12 00:00:00-04:00,44.51789474487305,0.307
2025-06-20 00:00:00-04:00,45.2174072265625,0.323
2025-06-26 00:00:00-04:00,46.38235092163086,0.314
2025-07-03 00:00:00-04:00,46.661067962646484,0.318
2025-07-10 00:00:00-04:00,46.77803039550781,0.295
2025-07-17 00:00:00-04:00,47.619998931884766,0.296
