Date,Close,Dividends
2025-02-07 00:00:00-05:00,41.58622741699219,0.335
2025-02-13 00:00:00-05:00,41.90885925292969,0.294
2025-02-20 00:00:00-05:00,41.44660568237305,0.326
2025-02-27 00:00:00-05:00,37.99985122680664,0.313
2025-03-06 00:00:00-05:00,36.30360794067383,0.309
2025-03-13 00:00:00-04:00,35.613304138183594,0.282
2025-03-20 00:00:00-04:00,36.72600555419922,0.264
2025-03-27 00:00:00-04:00,36.57861328125,0.279
2025-04-03 00:00:00-04:00,33.979637145996094,0.267
2025-04-10 00:00:00-04:00,33.94241714477539,0.236
2025-04-17 00:00:00-04:00,33.67923355102539,0.255
2025-04-24 00:00:00-04:00,35.756591796875,0.247
2025-05-01 00:00:00-04:00,36.583030700683594,0.293
2025-05-08 00:00:00-04:00,37.77188491821289,0.274
2025-05-15 00:00:00-04:00,39.96662521362305,0.271
2025-05-22 00:00:00-04:00,40.853145599365234,0.291
2025-05-29 00:00:00-04:00,42.29844284057617,0.29
2025-06-05 00:00:00-04:00,42.93117141723633,0.298
2025-06-12 00:00:00-04:00,44.51789855957031,0.307
2025-06-20 00:00:00-04:00,45.2174072265625,0.323
2025-06-26 00:00:00-04:00,46.38235092163086,0.314
2025-07-03 00:00:00-04:00,46.661067962646484,0.318
2025-07-10 00:00:00-04:00,46.77803039550781,0.295
2025-07-17 00:00:00-04:00,47.619998931884766,0.296
